"","code","name","level","name_en","name_es","name_short_en","name_short_es","parent_id"
815,"2690","Old clothing and other old textile articles; rags","4digit","Old clothing and other old textile articles; rags","","Old clothing and other old textile articles; rags","",307.0
816,"2711","Animal or vegetable fertilizer, crude","4digit","Animal or vegetable fertilizer, crude","","Animal or vegetable fertilizer, crude","",308.0
817,"2712","Natural sodium nitrate","4digit","Natural sodium nitrate","","Natural sodium nitrate","",308.0
818,"2713","Natural calcium phosphates, natural aluminium, etc","4digit","Natural calcium phosphates, natural aluminium, etc","","Natural calcium phosphates, natural aluminium, etc","",308.0
819,"2714","Potassium salts, natural, crude","4digit","Potassium salts, natural, crude","","Potassium salts, natural, crude","",308.0
820,"2731","Building and monumental (dimension) stone, roughly squared, split","4digit","Building and monumental (dimension) stone, roughly squared, split","","Building and monumental (dimension) stone, roughly squared, split","",309.0
821,"2732","Gypsum, plasters, limestone flux and calcareous stone","4digit","Gypsum, plasters, limestone flux and calcareous stone","","Gypsum, plasters, limestone flux and calcareous stone","",309.0
822,"2733","Sands, excluding metal-bearing sands","4digit","Sands, excluding metal-bearing sands","","Sands, excluding metal-bearing sands","",309.0
823,"2734","Pebbles, gravel, crushed or broken stone, etc","4digit","Pebbles, gravel, crushed or broken stone, etc","","Pebbles, gravel, crushed or broken stone, etc","",309.0
824,"2741","Sulphur (other than sublimed, precipitated or colloidal)","4digit","Sulphur (other than sublimed, precipitated or colloidal)","","Sulphur (other than sublimed, precipitated or colloidal)","",310.0
825,"2742","Iron pyrites, unroasted","4digit","Iron pyrites, unroasted","","Iron pyrites, unroasted","",310.0
826,"2771","Industrial diamonds","4digit","Industrial diamonds","","Industrial diamonds","",311.0
827,"2772","Other natural abrasives","4digit","Other natural abrasives","","Other natural abrasives","",311.0
828,"2782","Clay and other refractory minerals, nes","4digit","Clay and other refractory minerals, nes","","Clay and other refractory minerals, nes","",312.0
829,"2783","Common salt; pure sodium chloride; salt liquors; sea water","4digit","Common salt; pure sodium chloride; salt liquors; sea water","","Common salt; pure sodium chloride; salt liquors; sea water","",312.0
830,"2784","Asbestos","4digit","Asbestos","","Asbestos","",312.0
831,"2785","Quartz, mica, felspar, fluorspar, cryolite and chiolite","4digit","Quartz, mica, felspar, fluorspar, cryolite and chiolite","","Quartz, mica, felspar, fluorspar, cryolite and chiolite","",312.0
832,"2786","Slag, scalings, dross and similar waste, nes","4digit","Slag, scalings, dross and similar waste, nes","","Slag, scalings, dross and similar waste, nes","",312.0
833,"2789","Minerals, crude, nes","4digit","Minerals, crude, nes","","Minerals, crude, nes","",312.0
834,"2814","Roasted iron pyrites","4digit","Roasted iron pyrites","","Roasted iron pyrites","",313.0
835,"2815","Iron ore and concentrates, not agglomerated","4digit","Iron ore and concentrates, not agglomerated","","Iron ore and concentrates, not agglomerated","",313.0
836,"2816","Iron ore agglomerates","4digit","Iron ore agglomerates","","Iron ore agglomerates","",313.0
837,"2820","Waste and scrap metal of iron or steel","4digit","Waste and scrap metal of iron or steel","","Waste and scrap metal of iron or steel","",314.0
838,"2860","Ores and concentrates of uranium and thorium","4digit","Ores and concentrates of uranium and thorium","","Ores and concentrates of uranium and thorium","",315.0
839,"2871","Copper ore and concentrates; copper matte; cement copper","4digit","Copper ore and concentrates; copper matte; cement copper","","Copper ore and concentrates; copper matte; cement copper","",316.0
840,"2872","Nickel ores and concentrates; nickel mattes, etc","4digit","Nickel ores and concentrates; nickel mattes, etc","","Nickel ores and concentrates; nickel mattes, etc","",316.0
841,"2873","Aluminium ores and concentrates (including alumina)","4digit","Aluminium ores and concentrates (including alumina)","","Aluminium ores and concentrates (including alumina)","",316.0
842,"2874","Lead ores and concentrates","4digit","Lead ores and concentrates","","Lead ores and concentrates","",316.0
843,"2875","Zinc ores and concentrates","4digit","Zinc ores and concentrates","","Zinc ores and concentrates","",316.0
844,"2876","Tin ores and concentrates","4digit","Tin ores and concentrates","","Tin ores and concentrates","",316.0
845,"2877","Manganese ore and concentrates","4digit","Manganese ore and concentrates","","Manganese ore and concentrates","",316.0
846,"2879","Ores and concentrates of other non-ferrous base metals","4digit","Ores and concentrates of other non-ferrous base metals","","Ores and concentrates of other non-ferrous base metals","",316.0
847,"2881","Ash and residues, nes","4digit","Ash and residues, nes","","Ash and residues, nes","",317.0
848,"2882","Other non-ferrous base metal waste and scrap, nes","4digit","Other non-ferrous base metal waste and scrap, nes","","Other non-ferrous base metal waste and scrap, nes","",317.0
849,"2890","Ores and concentrates of precious metals, waste, scrap","4digit","Ores and concentrates of precious metals, waste, scrap","","Ores and concentrates of precious metals, waste, scrap","",318.0
850,"2911","Bones, ivory, horns, coral, shells and similar products","4digit","Bones, ivory, horns, coral, shells and similar products","","Bones, ivory, horns, coral, shells and similar products","",319.0
851,"2919","Other materials of animal origin, nes","4digit","Other materials of animal origin, nes","","Other materials of animal origin, nes","",319.0
852,"2922","Natural gums, resins, lacs and balsams","4digit","Natural gums, resins, lacs and balsams","","Natural gums, resins, lacs and balsams","",320.0
853,"2923","Vegetable plaiting materials","4digit","Vegetable plaiting materials","","Vegetable plaiting materials","",320.0
854,"2924","Plants and parts of trees used in perfumery; in pharmacy; etc","4digit","Plants and parts of trees used in perfumery; in pharmacy; etc","","Plants and parts of trees used in perfumery; in pharmacy; etc","",320.0
855,"2925","Seeds, fruits and spores, nes, for planting","4digit","Seeds, fruits and spores, nes, for planting","","Seeds, fruits and spores, nes, for planting","",320.0
856,"2926","Live plants, bulbs, etc","4digit","Live plants, bulbs, etc","","Live plants, bulbs, etc","",320.0
857,"2927","Cut flowers and foliage","4digit","Cut flowers and foliage","","Cut flowers and foliage","",320.0
858,"2929","Other materials of vegetable origin, nes","4digit","Other materials of vegetable origin, nes","","Other materials of vegetable origin, nes","",320.0
859,"3221","Anthracite, not agglomerated","4digit","Anthracite, not agglomerated","","Anthracite, not agglomerated","",321.0
860,"3222","Other coal, not agglomerated","4digit","Other coal, not agglomerated","","Other coal, not agglomerated","",321.0
861,"3223","Lignite, not agglomerated","4digit","Lignite, not agglomerated","","Lignite, not agglomerated","",321.0
862,"3224","Peat, not agglomerated","4digit","Peat, not agglomerated","","Peat, not agglomerated","",321.0
863,"3231","Briquettes, ovoids, from coal, lignite or peat","4digit","Briquettes, ovoids, from coal, lignite or peat","","Briquettes, ovoids, from coal, lignite or peat","",322.0
864,"3232","Coke and semi-coke of coal, of lignite or peat; retort carbon","4digit","Coke and semi-coke of coal, of lignite or peat; retort carbon","","Coke and semi-coke of coal, of lignite or peat; retort carbon","",322.0
865,"3330","Crude petroleum and oils obtained from bituminous materials","4digit","Crude petroleum and oils obtained from bituminous materials","","Crude petroleum and oils obtained from bituminous materials","",323.0
866,"3341","Gasoline and other light oils","4digit","Gasoline and other light oils","","Gasoline and other light oils","",324.0
867,"3342","Kerosene and other medium oils","4digit","Kerosene and other medium oils","","Kerosene and other medium oils","",324.0
868,"3343","Gas oils","4digit","Gas oils","","Gas oils","",324.0
869,"3344","Fuel oils, nes","4digit","Fuel oils, nes","","Fuel oils, nes","",324.0
870,"3345","Lubricating petroleum oils, and preparations, nes","4digit","Lubricating petroleum oils, and preparations, nes","","Lubricating petroleum oils, and preparations, nes","",324.0
871,"3351","Petroleum jelly and mineral waxes","4digit","Petroleum jelly and mineral waxes","","Petroleum jelly and mineral waxes","",325.0
872,"3352","Mineral tars and products","4digit","Mineral tars and products","","Mineral tars and products","",325.0
873,"3353","Mineral tar pitch, pitch coke","4digit","Mineral tar pitch, pitch coke","","Mineral tar pitch, pitch coke","",325.0
874,"3354","Petroleum bitumen, petroleum coke and bituminous mixtures, nes","4digit","Petroleum bitumen, petroleum coke and bituminous mixtures, nes","","Petroleum bitumen, petroleum coke and bituminous mixtures, nes","",325.0
875,"3413","Petroleum gases and other gaseous hydrocarbons, nes, liquefied","4digit","Petroleum gases and other gaseous hydrocarbons, nes, liquefied","","Petroleum gases and other gaseous hydrocarbons, nes, liquefied","",326.0
876,"3414","Petroleum gases, nes, in gaseous state","4digit","Petroleum gases, nes, in gaseous state","","Petroleum gases, nes, in gaseous state","",326.0
877,"3415","Coal gas, water gas and similar gases","4digit","Coal gas, water gas and similar gases","","Coal gas, water gas and similar gases","",326.0
878,"3510","Electric current","4digit","Electric current","","Electric current","",327.0
879,"4111","Fat and oils of fish and marine mammals","4digit","Fat and oils of fish and marine mammals","","Fat and oils of fish and marine mammals","",328.0
880,"4113","Animals oils, fats and greases, nes","4digit","Animals oils, fats and greases, nes","","Animals oils, fats and greases, nes","",328.0
881,"4232","Soya bean oil","4digit","Soya bean oil","","Soya bean oil","",329.0
882,"4233","Cotton seed oil","4digit","Cotton seed oil","","Cotton seed oil","",329.0
883,"4234","Groundnut (peanut) oil","4digit","Groundnut (peanut) oil","","Groundnut (peanut) oil","",329.0
884,"4235","Olive oil","4digit","Olive oil","","Olive oil","",329.0
885,"4236","Sunflower seed oil","4digit","Sunflower seed oil","","Sunflower seed oil","",329.0
886,"4239","Other fixed vegetable oils, soft","4digit","Other fixed vegetable oils, soft","","Other fixed vegetable oils, soft","",329.0
887,"4241","Linseed oil","4digit","Linseed oil","","Linseed oil","",330.0
888,"4242","Palm oil","4digit","Palm oil","","Palm oil","",330.0
889,"4243","Coconut (copra) oil","4digit","Coconut (copra) oil","","Coconut (copra) oil","",330.0
890,"4244","Palm kernel oil","4digit","Palm kernel oil","","Palm kernel oil","",330.0
891,"4245","Castor oil","4digit","Castor oil","","Castor oil","",330.0
892,"4249","Fixed vegetable oils, nes","4digit","Fixed vegetable oils, nes","","Fixed vegetable oils, nes","",330.0
893,"4311","Processed animal and vegetable oils","4digit","Processed animal and vegetable oils","","Processed animal and vegetable oils","",331.0
894,"4312","Hydrogenated animal or vegetable oils and fats","4digit","Hydrogenated animal or vegetable oils and fats","","Hydrogenated animal or vegetable oils and fats","",331.0
895,"4313","Fatty acids, acid oils, and residues; degras","4digit","Fatty acids, acid oils, and residues; degras","","Fatty acids, acid oils, and residues; degras","",331.0
896,"4314","Waxes of animal or vegetable origin","4digit","Waxes of animal or vegetable origin","","Waxes of animal or vegetable origin","",331.0
897,"5111","Acyclic hydrocarbons","4digit","Acyclic hydrocarbons","","Acyclic hydrocarbons","",332.0
